,file,video_dtype,video_shape,video_min,video_max,video_mean,video_std,ppg_dtype,ppg_shape,ppg_min,ppg_max,ppg_mean,ppg_std,landmarks_dtype,landmarks_shape,landmarks_min,landmarks_max,landmarks_mean,landmarks_std,face_square,video_duration,patient_id,fold
99,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_13.npz,uint8,"(600, 103, 125, 3)",0.0,255.0,68.83466757281553,60.99506845389663,float32,"(600,)",51.166668,254.0,161.83594,65.67946,int16,"(600, 68, 2)",0,125,55.84262254901961,29.02935822922491,12875,600,subject15,2
100,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_14.npz,uint8,"(600, 101, 125, 3)",0.0,255.0,73.54298723872387,55.46284168012691,float32,"(600,)",24.166666,254.99878,166.6825,67.48102,int16,"(600, 68, 2)",0,125,54.483639705882354,28.892763222898942,12625,600,subject15,2
101,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_15.npz,uint8,"(600, 101, 126, 3)",0.0,246.0,80.81033466045017,55.896455951303466,float32,"(600,)",17.0,254.36363,94.63604,32.9346,int16,"(600, 68, 2)",0,126,54.49223039215686,29.28821014262709,12726,600,subject15,2
102,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_16.npz,uint8,"(600, 93, 116, 3)",0.0,245.0,83.93025867218721,54.31435225056466,float32,"(600,)",40.450886,254.29628,108.656364,32.44707,int16,"(600, 68, 2)",0,116,50.539448529411764,27.542098128205907,10788,600,subject15,2
103,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_17.npz,uint8,"(600, 96, 163, 3)",0.0,254.0,49.68315034935242,61.36685763056641,float32,"(600,)",36.0,192.5,94.636185,28.446913,int16,"(600, 68, 2)",0,163,62.70339460784314,42.39131811139795,15648,600,subject15,2
104,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_18.npz,uint8,"(600, 93, 114, 3)",0.0,248.0,81.1565915236119,55.879465899550475,float32,"(600,)",49.020832,183.13333,94.36685,29.593534,int16,"(600, 68, 2)",0,114,50.50587009803922,27.01690492666506,10602,600,subject15,2
105,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_19.npz,uint8,"(600, 124, 156, 3)",0.0,250.0,50.58344565641945,58.97588447556444,float32,"(600,)",18.333334,170.84445,94.795876,22.860832,int16,"(600, 68, 2)",0,156,72.26732843137255,30.107301671540615,19344,600,subject15,2
106,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_2.npz,uint8,"(600, 87, 107, 3)",0.0,253.0,80.13551336221816,56.23779921169288,float32,"(600,)",48.145832,179.77777,94.87241,27.199816,int16,"(600, 68, 2)",0,107,48.01177696078432,25.664926972412626,9309,600,subject15,2
108,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_4.npz,uint8,"(600, 80, 103, 3)",0.0,255.0,78.18561960625674,61.23349630637881,float32,"(600,)",44.333332,193.22223,94.00584,30.946981,int16,"(600, 68, 2)",0,103,45.15311274509804,24.299645212794374,8240,600,subject15,2
109,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_5.npz,uint8,"(600, 83, 134, 3)",0.0,255.0,54.24516189134648,64.46001076068205,float32,"(600,)",26.222345,180.09883,96.58434,21.940647,int16,"(600, 68, 2)",0,134,52.842855392156864,35.22937616930093,11122,600,subject15,2
110,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_6.npz,uint8,"(600, 83, 102, 3)",0.0,255.0,75.98980372470274,61.78811660690043,float32,"(600,)",55.0,159.10547,97.49634,19.867435,int16,"(600, 68, 2)",0,102,46.0352205882353,24.03666642942769,8466,600,subject15,2
111,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_7.npz,uint8,"(600, 122, 191, 3)",0.0,254.0,33.35576781678254,48.9845792149063,float32,"(600,)",0.102564104,203.93333,96.08123,38.27535,int16,"(600, 68, 2)",0,191,82.49066176470588,39.95945753048576,23302,600,subject15,2
112,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_8.npz,uint8,"(600, 104, 125, 3)",0.0,255.0,102.34388106837606,68.40516588772412,float32,"(600,)",14.85214,152.5253,93.9136,21.306423,int16,"(600, 68, 2)",0,125,56.75960784313725,29.779197747314548,13000,600,subject15,2
113,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject15__p15_9.npz,uint8,"(600, 102, 166, 3)",0.0,255.0,54.13897022731449,64.21378175354509,float32,"(600,)",52.0,166.06667,95.69586,23.590755,int16,"(600, 68, 2)",0,166,68.60753676470588,44.80476115457761,16932,600,subject15,2
114,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_0.npz,uint8,"(600, 114, 145, 3)",0.0,255.0,89.19577145929959,60.95332820453906,float32,"(600,)",76.022224,138.75555,94.97869,14.618645,int16,"(600, 68, 2)",0,145,63.23099264705883,34.63633070421731,16530,600,subject16,0
115,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_1.npz,uint8,"(600, 115, 179, 3)",0.0,255.0,66.73028165060859,65.4276650019303,float32,"(600,)",67.844444,135.33333,95.17643,13.331141,int16,"(600, 68, 2)",0,179,76.16655637254902,42.259981320744394,20585,600,subject16,0
116,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_10.npz,uint8,"(600, 105, 130, 3)",0.0,255.0,91.84199943019944,64.4708223038502,float32,"(600,)",77.0,142.44444,95.118385,14.580379,int16,"(600, 68, 2)",0,130,56.68042892156863,31.21221706998511,13650,600,subject16,0
117,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_11.npz,uint8,"(600, 99, 155, 3)",0.0,254.0,55.21706038883458,60.43394268751426,float32,"(600,)",38.20773,164.33333,94.929596,13.482571,int16,"(600, 68, 2)",0,155,62.80514705882353,30.749463537133636,15345,600,subject16,0
118,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_12.npz,uint8,"(600, 112, 143, 3)",0.0,255.0,92.39922913891664,63.405401862158485,float32,"(600,)",1.8,254.11111,113.403114,25.551086,int16,"(600, 68, 2)",0,143,62.16883578431373,34.025095796892906,16016,600,subject16,0
119,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_13.npz,uint8,"(600, 121, 154, 3)",0.0,255.0,75.22450109119531,62.112682253071334,float32,"(600,)",43.894733,238.44469,118.40223,31.986834,int16,"(600, 68, 2)",0,154,67.72253676470588,36.874518766366286,18634,600,subject16,0
120,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_14.npz,uint8,"(600, 128, 156, 3)",0.0,255.0,87.29315412994124,63.61811709387196,float32,"(600,)",2.6727846,254.99373,147.16689,58.29431,int16,"(600, 68, 2)",0,156,69.43992647058823,37.40412835024568,19968,600,subject16,0
121,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_15.npz,uint8,"(600, 126, 161, 3)",0.0,254.0,83.02853448464732,61.43524756415424,float32,"(600,)",9.6875,254.99396,147.88565,59.184155,int16,"(600, 68, 2)",0,161,69.6102818627451,37.300960268207,20286,600,subject16,0
122,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_16.npz,uint8,"(600, 111, 142, 3)",0.0,255.0,98.6475838867036,64.69811047599372,float32,"(600,)",48.513,254.0,98.52104,35.773457,int16,"(600, 68, 2)",0,142,61.07781862745098,33.54892861073046,15762,600,subject16,0
123,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_17.npz,uint8,"(600, 110, 172, 3)",0.0,255.0,73.18081395348837,70.88115669718538,float32,"(600,)",54.895832,209.86667,95.21958,38.819946,int16,"(600, 68, 2)",0,172,72.07702205882353,42.03294968556361,18920,600,subject16,0
124,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_18.npz,uint8,"(600, 112, 140, 3)",0.0,255.0,100.09756629109977,64.77632108385512,float32,"(600,)",61.162907,201.9572,95.18995,36.04485,int16,"(600, 68, 2)",0,140,60.8890318627451,33.43583300472074,15680,600,subject16,0
125,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_19.npz,uint8,"(600, 122, 181, 3)",0.0,254.0,55.99383109923618,60.200769403704385,float32,"(600,)",41.666668,180.78572,95.5973,21.305288,int16,"(600, 68, 2)",0,181,71.96569852941177,35.158009398708906,22082,600,subject16,0
126,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_2.npz,uint8,"(600, 114, 139, 3)",0.0,255.0,88.52023255080147,61.625554272927644,float32,"(600,)",77.0,130.78825,94.69266,12.327338,int16,"(600, 68, 2)",0,139,60.79688725490196,33.48106825487037,15846,600,subject16,0
127,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_3.npz,uint8,"(600, 132, 186, 3)",0.0,244.0,38.794480128344375,53.641504948757124,float32,"(600,)",41.72207,174.10861,95.95522,23.196892,int16,"(600, 68, 2)",0,186,76.97154411764706,34.5172051311615,24552,600,subject16,0
128,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_4.npz,uint8,"(600, 107, 139, 3)",0.0,255.0,74.27153929193094,62.13725111305195,float32,"(600,)",66.92658,126.93958,94.878136,10.814472,int16,"(600, 68, 2)",0,139,59.397879901960785,32.67809105824676,14873,600,subject16,0
129,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_5.npz,uint8,"(600, 109, 169, 3)",0.0,255.0,56.04992155691873,62.72313917025015,float32,"(600,)",82.49225,126.74038,95.09004,11.053453,int16,"(600, 68, 2)",0,169,68.7510294117647,39.8518733896639,18421,600,subject16,0
130,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_6.npz,uint8,"(600, 108, 135, 3)",0.0,255.0,72.48998696844993,61.87643663308601,float32,"(600,)",81.0,125.26248,94.94868,11.033815,int16,"(600, 68, 2)",0,135,59.33707107843137,32.17621325240986,14580,600,subject16,0
131,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_7.npz,uint8,"(600, 117, 180, 3)",0.0,255.0,49.268978553339664,62.07413948032591,float32,"(600,)",2.0,245.0,96.95057,38.761597,int16,"(600, 68, 2)",0,180,68.29927696078431,32.856955339518244,21060,600,subject16,0
132,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_8.npz,uint8,"(600, 104, 132, 3)",0.0,255.0,96.9516168495856,65.48738196503122,float32,"(600,)",30.888826,145.20207,95.12537,15.847597,int16,"(600, 68, 2)",0,132,56.993541666666665,31.378976897487718,13728,600,subject16,0
133,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject16__p16_9.npz,uint8,"(600, 102, 165, 3)",0.0,255.0,68.79403535353535,67.93883531114837,float32,"(600,)",76.0,146.64444,94.43665,16.151066,int16,"(600, 68, 2)",0,165,64.68186274509804,38.578894075631666,16830,600,subject16,0
134,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_0.npz,uint8,"(600, 111, 139, 3)",0.0,255.0,87.41261110030894,62.78040571960029,float32,"(600,)",65.0,162.0,94.94117,22.082817,int16,"(600, 68, 2)",0,139,59.68734068627451,33.95871739039329,15429,600,subject17,3
136,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_10.npz,uint8,"(600, 114, 135, 3)",0.0,255.0,72.7142116092701,67.37210428682366,float32,"(600,)",53.0,206.56883,94.79521,33.7513,int16,"(600, 68, 2)",0,135,59.6058455882353,30.11022638549835,15390,600,subject17,3
138,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_12.npz,uint8,"(600, 72, 90, 3)",0.0,254.0,90.03571913580247,64.14527456623468,float32,"(600,)",39.79961,254.98048,138.25058,51.54734,int16,"(600, 68, 2)",0,90,38.6055637254902,21.330197764953272,6480,600,subject17,3
139,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_13.npz,uint8,"(600, 184, 168, 3)",0.0,255.0,20.817834605762595,46.41296560195952,float32,"(600,)",4.311111,254.99675,156.18625,61.003975,int16,"(600, 68, 2)",0,184,100.27585784313726,30.77632430529184,30912,600,subject17,3
140,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_14.npz,uint8,"(600, 93, 128, 3)",0.0,255.0,65.84378752240143,68.36324770783672,float32,"(600,)",58.0,254.9995,156.49051,61.007744,int16,"(600, 68, 2)",0,128,54.02569852941176,26.679430717485623,11904,600,subject17,3
141,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_15.npz,uint8,"(600, 96, 118, 3)",0.0,255.0,89.96487106677652,70.33014768012578,float32,"(600,)",10.290365,254.9968,160.86934,65.28261,int16,"(600, 68, 2)",0,118,50.961948529411764,26.693509356985423,11328,600,subject17,3
142,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_16.npz,uint8,"(600, 108, 153, 3)",0.0,254.0,68.96326400656284,69.21942425777387,float32,"(600,)",7.957164,253.77571,96.89833,18.156689,int16,"(600, 68, 2)",0,153,58.82349264705882,30.965626255092015,16524,600,subject17,3
143,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_17.npz,uint8,"(600, 126, 228, 3)",0.0,246.0,36.327508276865004,58.934906593431855,float32,"(600,)",76.0,122.0,94.72176,10.689639,int16,"(600, 68, 2)",0,228,83.70433823529412,53.972959240891456,28728,600,subject17,3
144,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_18.npz,uint8,"(600, 112, 126, 3)",0.0,252.0,82.71901029856387,66.95919171256217,float32,"(600,)",72.0,125.68889,93.934235,9.855025,int16,"(600, 68, 2)",0,126,55.543627450980395,29.968050120387712,14112,600,subject17,3
146,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_2.npz,uint8,"(600, 177, 218, 3)",0.0,255.0,76.60461754983096,68.74993209235153,float32,"(600,)",66.0,170.0,96.25991,19.312923,int16,"(600, 68, 2)",0,218,96.19859068627451,51.330136157191276,38586,600,subject17,3
148,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_4.npz,uint8,"(600, 98, 115, 3)",0.0,255.0,69.36150626047521,64.38362195623228,float32,"(600,)",59.668148,147.25958,95.04987,20.207981,int16,"(600, 68, 2)",0,115,50.71216911764706,26.41419254111036,11270,600,subject17,3
149,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_5.npz,uint8,"(600, 97, 215, 3)",0.0,255.0,35.48272449985348,58.7168588618707,float32,"(600,)",72.0,145.12184,95.019035,17.243895,int16,"(600, 68, 2)",0,215,74.30821078431373,53.36586153788824,20855,600,subject17,3
150,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_6.npz,uint8,"(600, 106, 138, 3)",0.0,255.0,65.44859941360556,66.14551461067346,float32,"(600,)",66.0,169.0,94.9649,19.13461,int16,"(600, 68, 2)",0,138,61.325514705882355,32.42561088332256,14628,600,subject17,3
152,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_8.npz,uint8,"(600, 107, 129, 3)",0.0,255.0,87.25440572500342,70.93657993608393,float32,"(600,)",45.701893,185.55728,95.08662,25.539803,int16,"(600, 68, 2)",0,129,57.75642156862745,29.700383042666356,13803,600,subject17,3
153,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject17__p17_9.npz,uint8,"(600, 104, 215, 3)",0.0,253.0,43.50844387298748,63.427278712026634,float32,"(600,)",53.826756,196.68001,94.56217,33.656693,int16,"(600, 68, 2)",0,242,80.77007352941176,59.652368766918194,22360,600,subject17,3
154,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_0.npz,uint8,"(600, 109, 135, 3)",0.0,238.0,92.11615192358515,66.70091686076854,float32,"(600,)",30.0,228.13333,95.55114,50.239113,int16,"(600, 68, 2)",0,135,59.192071078431375,32.46356982917577,14715,600,subject18,2
155,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_1.npz,uint8,"(600, 108, 154, 3)",0.0,234.0,76.59093895302229,69.81293256452538,float32,"(600,)",27.0,224.53334,94.95801,45.73228,int16,"(600, 68, 2)",0,154,62.94942401960785,34.759984507369396,16632,600,subject18,2
156,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_10.npz,uint8,"(600, 121, 149, 3)",0.0,247.0,87.6602597050431,67.04538709639542,float32,"(600,)",37.333332,224.55556,95.85055,45.69458,int16,"(600, 68, 2)",0,149,66.48579656862745,35.91299493394114,18029,600,subject18,2
158,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_12.npz,uint8,"(600, 116, 146, 3)",0.0,254.0,102.68466852332966,77.65636502067662,float32,"(600,)",6.3333335,254.0,102.827995,46.48737,int16,"(600, 68, 2)",0,146,65.01180147058824,34.09163862240397,16936,600,subject18,2
159,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_13.npz,uint8,"(600, 127, 159, 3)",0.0,255.0,75.8732180293501,68.81571199679978,float32,"(600,)",11.777778,238.0,100.15125,51.250168,int16,"(600, 68, 2)",0,159,68.58375,36.70474298379063,20193,600,subject18,2
160,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_14.npz,uint8,"(600, 128, 156, 3)",0.0,237.0,83.56390088029737,69.47865567140408,float32,"(600,)",1.6842105,254.83824,129.47331,48.269802,int16,"(600, 68, 2)",0,156,69.62177696078432,36.44793121673252,19968,600,subject18,2
161,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_15.npz,uint8,"(600, 127, 155, 3)",0.0,231.0,92.3180064911241,68.16446676920815,float32,"(600,)",49.307693,254.99158,153.16963,66.44343,int16,"(600, 68, 2)",0,155,68.90589460784314,36.47587208916825,19685,600,subject18,2
162,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_16.npz,uint8,"(600, 114, 148, 3)",0.0,233.0,89.74641164190507,68.95471042194256,float32,"(600,)",46.01453,247.4674,113.40525,42.58413,int16,"(600, 68, 2)",0,148,63.84041666666667,34.41641442944529,16872,600,subject18,2
163,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_17.npz,uint8,"(600, 116, 190, 3)",0.0,241.0,66.91180545472878,71.56894041346204,float32,"(600,)",36.989956,215.45425,94.98125,39.319,int16,"(600, 68, 2)",0,190,72.60866421568628,42.404842790514266,22040,600,subject18,2
164,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_18.npz,uint8,"(600, 118, 148, 3)",0.0,234.0,89.01955861581921,68.60665738962543,float32,"(600,)",28.333334,231.88889,94.227875,49.297928,int16,"(600, 68, 2)",0,148,64.47319852941176,35.21378152275263,17464,600,subject18,2
165,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_19.npz,uint8,"(600, 175, 233, 3)",0.0,253.0,56.03705870972137,68.70241252051059,float32,"(600,)",22.577778,203.33333,96.75068,38.329536,int16,"(600, 68, 2)",0,243,106.21745098039216,46.826008980393695,40775,600,subject18,2
166,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_2.npz,uint8,"(600, 117, 137, 3)",0.0,252.0,79.91314312253485,68.43102704763326,float32,"(600,)",31.825792,227.60188,94.25487,48.54623,int16,"(600, 68, 2)",0,137,61.50745098039216,32.061119914456604,16029,600,subject18,2
168,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_4.npz,uint8,"(600, 116, 158, 3)",0.0,254.0,71.48102905693777,70.33275476946622,float32,"(600,)",1.6285714,251.56903,94.96649,58.00552,int16,"(600, 68, 2)",0,158,67.62427696078431,35.5304794775371,18328,600,subject18,2
169,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_5.npz,uint8,"(600, 113, 180, 3)",0.0,255.0,56.32881659018901,63.61626442839696,float32,"(600,)",41.0,194.17287,94.56751,38.389008,int16,"(600, 68, 2)",0,180,70.7726225490196,40.899631637977336,20340,600,subject18,2
170,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_6.npz,uint8,"(600, 118, 147, 3)",0.0,249.0,70.27921461239863,63.37508830472238,float32,"(600,)",42.155556,202.46666,94.79384,38.708748,int16,"(600, 68, 2)",0,147,63.84040441176471,34.60873327578023,17346,600,subject18,2
171,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_7.npz,uint8,"(600, 159, 229, 3)",0.0,253.0,47.213615329921666,59.84872253731923,float32,"(600,)",35.02222,206.2889,95.59352,35.14582,int16,"(600, 68, 2)",0,231,96.92778186274509,44.2111593437793,36411,600,subject18,2
172,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_8.npz,uint8,"(600, 122, 159, 3)",0.0,253.0,94.41849274266534,75.82642213359594,float32,"(600,)",8.0,254.80556,96.53821,60.671066,int16,"(600, 68, 2)",0,159,69.3689093137255,36.850973681985714,19398,600,subject18,2
173,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject18__p18_9.npz,uint8,"(600, 121, 193, 3)",0.0,255.0,81.6361034509009,85.63916960228131,float32,"(600,)",17.142857,253.0,93.988846,59.76333,int16,"(600, 68, 2)",0,193,75.43191176470589,44.59690397756745,23353,600,subject18,2
174,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_0.npz,uint8,"(600, 111, 147, 3)",0.0,251.0,90.67581908439051,68.12027043516353,float32,"(600,)",30.466667,255.0,117.07011,53.372776,int16,"(600, 68, 2)",0,147,63.60237745098039,34.13508860043419,16317,600,subject19,2
175,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_1.npz,uint8,"(600, 104, 179, 3)",0.0,253.0,68.1521799945089,72.42877591996036,float32,"(600,)",32.0,188.64444,95.40913,36.914764,int16,"(600, 68, 2)",0,179,71.53039215686275,44.96226694536009,18616,600,subject19,2
176,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_10.npz,uint8,"(600, 97, 135, 3)",0.0,238.0,82.26271511603241,66.89344206248299,float32,"(600,)",56.955555,254.95628,154.18349,60.545322,int16,"(600, 68, 2)",0,135,59.026862745098036,31.16532589588704,13095,600,subject19,2
178,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_12.npz,uint8,"(600, 102, 140, 3)",0.0,247.0,86.487372237784,64.7846507927548,float32,"(600,)",5.1132727,254.0,96.974594,39.73742,int16,"(600, 68, 2)",0,140,62.26525735294118,32.64183445632254,14280,600,subject19,2
179,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_13.npz,uint8,"(600, 109, 149, 3)",0.0,255.0,72.29715305570949,65.92410690254344,float32,"(600,)",35.333332,254.98615,162.10083,70.41927,int16,"(600, 68, 2)",0,149,64.16095588235294,32.38317237405653,16241,600,subject19,2
180,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_14.npz,uint8,"(600, 112, 146, 3)",0.0,252.0,86.21805613312677,69.91830104057556,float32,"(600,)",10.4,254.99646,165.74486,72.902695,int16,"(600, 68, 2)",0,146,63.90015931372549,32.385359573123495,16352,600,subject19,2
181,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_15.npz,uint8,"(600, 106, 142, 3)",0.0,231.0,85.75358213747896,69.0308736259507,float32,"(600,)",26.75238,254.99176,181.0098,69.26657,int16,"(600, 68, 2)",0,142,62.771911764705884,31.44421624974682,15052,600,subject19,2
182,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_16.npz,uint8,"(600, 104, 140, 3)",0.0,227.0,93.95508726343101,65.62922941933319,float32,"(600,)",6.227106,254.99869,139.66818,60.5604,int16,"(600, 68, 2)",0,140,61.147401960784315,32.487090394028826,14560,600,subject19,2
183,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_17.npz,uint8,"(600, 108, 185, 3)",0.0,227.0,62.76689684128573,71.19699040086641,float32,"(600,)",36.555557,198.37778,95.44507,38.52515,int16,"(600, 68, 2)",0,185,71.75091911764706,44.05495626997421,19980,600,subject19,2
184,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_18.npz,uint8,"(600, 102, 140, 3)",0.0,235.0,92.74487002023031,66.37386069823793,float32,"(600,)",38.0,186.33333,94.94557,34.761734,int16,"(600, 68, 2)",0,140,58.310024509803924,32.01004763366033,14280,600,subject19,2
186,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_2.npz,uint8,"(600, 104, 137, 3)",0.0,247.0,88.5636951774908,69.53388910950117,float32,"(600,)",44.0,171.7619,94.58951,29.807106,int16,"(600, 68, 2)",0,137,59.910992647058826,31.504482745845536,14248,600,subject19,2
188,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_4.npz,uint8,"(600, 103, 140, 3)",0.0,252.0,86.80685213438126,65.42762014033245,float32,"(600,)",5.0,220.0,95.72578,48.350952,int16,"(600, 68, 2)",0,140,60.170061274509806,32.37983953148132,14420,600,subject19,2
189,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_5.npz,uint8,"(600, 99, 164, 3)",0.0,255.0,65.53018764884618,69.94312370313699,float32,"(600,)",30.565905,219.0,95.705864,46.62217,int16,"(600, 68, 2)",0,164,63.56825980392157,40.97907252143239,16236,600,subject19,2
190,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_6.npz,uint8,"(600, 102, 136, 3)",0.0,251.0,89.15838163206459,66.80914623656734,float32,"(600,)",49.0,186.33333,96.44209,22.610666,int16,"(600, 68, 2)",0,136,59.44564950980392,32.29774641480727,13872,600,subject19,2
192,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_8.npz,uint8,"(600, 113, 156, 3)",0.0,255.0,86.27297503340645,70.05425263085515,float32,"(600,)",30.291754,183.71414,93.7348,38.729656,int16,"(600, 68, 2)",0,156,66.23155637254902,34.18066578504692,17628,600,subject19,2
193,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject19__p19_9.npz,uint8,"(600, 100, 165, 3)",0.0,255.0,72.90490639730639,75.69066506833053,float32,"(600,)",41.0,180.27083,94.69653,34.369823,int16,"(600, 68, 2)",0,165,63.97210784313725,40.21582956396376,16500,600,subject19,2
200,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_14.npz,uint8,"(600, 117, 137, 3)",0.0,253.0,80.00485803508919,70.05887605082714,float32,"(600,)",0.32485875,254.97112,152.92136,74.97905,int16,"(600, 68, 2)",0,137,62.33213235294118,30.844555830399624,16029,600,subject1,1
201,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_15.npz,uint8,"(600, 104, 141, 3)",0.0,236.0,83.01861895344608,72.0348259472493,float32,"(600,)",0.054597262,254.92642,146.6302,87.94323,int16,"(600, 68, 2)",0,141,59.593982843137255,30.637482099253173,14664,600,subject1,1
202,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_16.npz,uint8,"(600, 106, 133, 3)",0.0,244.0,84.51077946438423,70.57102692775547,float32,"(600,)",0.023584016,254.4013,100.10187,70.05383,int16,"(600, 68, 2)",0,133,57.44992647058824,29.754334706360396,14098,600,subject1,1
203,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_17.npz,uint8,"(600, 110, 224, 3)",0.0,252.0,45.38244406114718,67.32732545974918,float32,"(600,)",3.0,227.87534,95.57331,48.751686,int16,"(600, 68, 2)",0,224,82.5294362745098,50.019432166809494,24640,600,subject1,1
204,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_18.npz,uint8,"(600, 104, 122, 3)",0.0,231.0,95.08508498844053,67.52435799716385,float32,"(600,)",24.008486,211.37822,95.018845,43.09558,int16,"(600, 68, 2)",0,122,55.364240196078434,29.25226948898207,12688,600,subject1,1
